1	2.0665
2	2.55073
3	3.72809
4	2.90303
5	3.06816
6	2.98528
7	2.3895
8	3.34781
9	2.72255
10	3.03422
11	2.63764
12	3.06537
13	2.81315
14	2.81342
15	3.29965
16	3.34629
17	2.49348
18	3.10066
19	3.36426
20	3.12697
21	3.34863
22	3.10297
23	3.74189
24	2.83072
25	2.9638
26	2.79184
27	3.32553
28	2.68574
29	3.27625
30	3.34029
31	3.02742
32	2.65711
33	3.84285
34	1.96594
35	3.97947
36	2.29779
37	2.84843
38	3.13026
39	2.90137
40	2.99816
41	3.11093
42	2.90318
43	3.45998
44	3.13388
45	3.07965
46	3.18346
47	2.24565
48	3.16838
49	3.20878
50	2.97041
51	2.03604
52	1.92021
53	3.88952
54	2.55067
55	3.21949
56	3.14698
57	3.05184
58	2.87204
59	3.32694
60	3.26103
61	3.57177
62	3.91897
63	4.0938
64	2.88649
65	2.22315
66	3.23495
67	3.14733
68	3.32536
69	2.39064
70	2.84845
71	2.92939
72	2.7519
73	2.95218
74	3.2797
75	3.18452
76	2.25467
77	3.0187
78	3.139
79	3.52716
80	2.874
81	3.15899
82	3.32123
83	2.88329
84	2.81646
85	2.65933
86	3.35541
87	2.77517
88	2.72268
89	3.23746
90	2.95345
91	3.31671
92	3.03783
93	3.17906
94	2.68964
95	2.90325
96	3.1247
97	3.29658
98	2.17373
99	3.20434
100	2.73006
101	3.07409
102	3.16792
103	3.15965
104	2.92753
105	2.12887
106	2.3563
107	3.34344
108	3.06189
109	3.18122
110	2.88713
111	3.28045
112	3.10015
113	3.00738
114	3.02902
115	2.77719
116	3.27406
117	2.93017
118	1.78484
119	2.30908
120	3.26235
121	1.69871
122	2.17906
123	4.32621
124	1.92995
125	4.06669
126	3.20001
127	2.57108
128	3.02103
129	3.15325
130	3.27674
131	2.0916
132	2.09049
133	3.31506
134	3.65649
135	2.70318
136	2.81422
137	3.24301
138	2.97542
139	3.30149
140	2.28222
141	3.0605
142	2.92056
143	3.04161
144	3.08682
145	2.67589
146	3.05074
147	2.65665
148	2.76893
149	3.19402
150	2.64889
151	3.52223
152	3.4263
153	2.66415
154	3.14702
155	3.22297
156	2.72178
157	3.26504
158	3.1093
159	3.09429
